Epoch 172: train_loss=0.2401 train_action=0.0000 train_kl=0.0000 eval_action=0.2697 time=50s
Epoch 173: train_loss=0.2401 train_action=0.0000 train_kl=0.0000 eval_action=0.2697 time=54s
Epoch 174: train_loss=0.2402 train_action=0.0000 train_kl=0.0000 eval_action=0.2696 time=52s
Epoch 175: train_loss=0.2401 train_action=0.0000 train_kl=0.0000 eval_action=0.2696 time=54s
Epoch 176: train_loss=0.2401 train_action=0.0000 train_kl=0.0000 eval_action=0.2696 time=53s
Epoch 177: train_loss=0.2401 train_action=0.0000 train_kl=0.0000 eval_action=0.2696 time=51s
Epoch 178: train_loss=0.2401 train_action=0.0000 train_kl=0.0000 eval_action=0.2696 time=55s
Epoch 179: train_loss=0.2401 train_action=0.0000 train_kl=0.0000 eval_action=0.2696 time=52s
Epoch 180: train_loss=0.2401 train_action=0.0000 train_kl=0.0000 eval_action=0.2696 time=53s
Epoch 181: train_loss=0.2401 train_action=0.0000 train_kl=0.0000 eval_action=0.2696 time=53s
Epoch 182: train_loss=0.2402 train_action=0.0000 train_kl=0.0000 eval_action=0.2696 time=52s
Epoch 183: train_loss=0.2401 train_action=0.0000 train_kl=0.0000 eval_action=0.2696 time=51s
Epoch 184: train_loss=0.2402 train_action=0.0000 train_kl=0.0000 eval_action=0.2696 time=53s
Epoch 185: train_loss=0.2401 train_action=0.0000 train_kl=0.0000 eval_action=0.2696 time=53s
Epoch 186: train_loss=0.2401 train_action=0.0000 train_kl=0.0000 eval_action=0.2696 time=55s
Epoch 187: train_loss=0.2401 train_action=0.0000 train_kl=0.0000 eval_action=0.2696 time=52s
Epoch 188: train_loss=0.2401 train_action=0.0000 train_kl=0.0000 eval_action=0.2696 time=53s
Epoch 189: train_loss=0.2401 train_action=0.0000 train_kl=0.0000 eval_action=0.2696 time=55s
Epoch 190: train_loss=0.2401 train_action=0.0000 train_kl=0.0000 eval_action=0.2696 time=50s
Epoch 191: train_loss=0.2401 train_action=0.0000 train_kl=0.0000 eval_action=0.2696 time=49s
Epoch 192: train_loss=0.2401 train_action=0.0000 train_kl=0.0000 eval_action=0.2696 time=49s
Epoch 193: train_loss=0.2401 train_action=0.0000 train_kl=0.0000 eval_action=0.2696 time=48s
Epoch 194: train_loss=0.2401 train_action=0.0000 train_kl=0.0000 eval_action=0.2696 time=48s
Epoch 195: train_loss=0.2401 train_action=0.0000 train_kl=0.0000 eval_action=0.2696 time=49s
Epoch 196: train_loss=0.2401 train_action=0.0000 train_kl=0.0000 eval_action=0.2696 time=48s
Epoch 197: train_loss=0.2401 train_action=0.0000 train_kl=0.0000 eval_action=0.2696 time=49s
Epoch 198: train_loss=0.2401 train_action=0.0000 train_kl=0.0000 eval_action=0.2696 time=54s
Epoch 199: train_loss=0.2401 train_action=0.0000 train_kl=0.0000 eval_action=0.2696 time=56s
